all’	a,l’
emanciparmi	emancipar,mi
emanciparne	emancipar,ne
emanciparsela	emancipar,se,la
emanciparsele	emancipar,se,le
emanciparseli	emancipar,se,li
emanciparselo	emancipar,se,lo
emanciparsene	emancipar,se,ne
emanciparsi	emancipar,si
emanciparti	emancipar,ti
emanciparvi	emancipar,vi
emozionarci	emozionar,ci
emozionargli	emozionar,gli
emozionargliela	emozionar,glie,la
emozionarglieli	emozionar,glie,li
emozionarglielo	emozionar,glie,lo
emozionargliene	emozionar,glie,ne
emozionarl'	emozionar,l'
emozionarla	emozionar,la
emozionarle	emozionar,le
emozionarli	emozionar,li
emozionarlo	emozionar,lo
emozionarmene	emozionar,me,ne
emozionarmi	emozionar,mi
emozionarne	emozionar,ne
emozionarsela	emozionar,se,la
emozionarsele	emozionar,se,le
emozionarseli	emozionar,se,li
emozionarselo	emozionar,se,lo
emozionarsene	emozionar,se,ne
emozionarsi	emozionar,si
emozionarti	emozionar,ti
emozionarvi	emozionar,vi
esaltarci	esaltar,ci
esaltargli	esaltar,gli
esaltargliela	esaltar,glie,la
esaltarglieli	esaltar,glie,li
esaltarglielo	esaltar,glie,lo
esaltargliene	esaltar,glie,ne
esaltarl'	esaltar,l'
esaltarla	esaltar,la
esaltarle	esaltar,le
esaltarli	esaltar,li
esaltarlo	esaltar,lo
esaltarmene	esaltar,me,ne
esaltarmi	esaltar,mi
esaltarne	esaltar,ne
esaltarsela	esaltar,se,la
esaltarsele	esaltar,se,le
esaltarseli	esaltar,se,li
esaltarselo	esaltar,se,lo
esaltarsene	esaltar,se,ne
esaltarsi	esaltar,si
esaltarti	esaltar,ti
esaltarvi	esaltar,vi
esaminarci	esaminar,ci
esaminargli	esaminar,gli
esaminargliela	esaminar,glie,la
esaminarglieli	esaminar,glie,li
esaminarglielo	esaminar,glie,lo
esaminargliene	esaminar,glie,ne
esaminarl'	esaminar,l'
esaminarla	esaminar,la
esaminarle	esaminar,le
esaminarli	esaminar,li
esaminarlo	esaminar,lo
esaminarmene	esaminar,me,ne
esaminarmi	esaminar,mi
esaminarne	esaminar,ne
esaminarsela	esaminar,se,la
esaminarsele	esaminar,se,le
esaminarseli	esaminar,se,li
esaminarselo	esaminar,se,lo
esaminarsene	esaminar,se,ne
esaminarsi	esaminar,si
esaminarti	esaminar,ti
esaminarvi	esaminar,vi
esaurirci	esaurir,ci
esaurirgli	esaurir,gli
esaurirgliela	esaurir,glie,la
esaurirglieli	esaurir,glie,li
esaurirglielo	esaurir,glie,lo
esaurirgliene	esaurir,glie,ne
esaurirl'	esaurir,l'
esaurirla	esaurir,la
esaurirle	esaurir,le
esaurirli	esaurir,li
esaurirlo	esaurir,lo
esaurirmene	esaurir,me,ne
esaurirmi	esaurir,mi
esaurirne	esaurir,ne
esaurirsela	esaurir,se,la
esaurirsele	esaurir,se,le
esaurirseli	esaurir,se,li
esaurirselo	esaurir,se,lo
esaurirsene	esaurir,se,ne
esaurirsi	esaurir,si
esaurirti	esaurir,ti
esaurirvi	esaurir,vi
escluderci	escluder,ci
escludergli	escluder,gli
escludergliela	escluder,glie,la
escluderglieli	escluder,glie,li
escluderglielo	escluder,glie,lo
escludergliene	escluder,glie,ne
escluderl'	escluder,l'
escluderla	escluder,la
escluderle	escluder,le
escluderli	escluder,li
escluderlo	escluder,lo
escludermene	escluder,me,ne
escludermi	escluder,mi
escluderne	escluder,ne
escludersela	escluder,se,la
escludersele	escluder,se,le
escluderseli	escluder,se,li
escluderselo	escluder,se,lo
escludersene	escluder,se,ne
escludersi	escluder,si
escluderti	escluder,ti
escludervi	escluder,vi
eseguirci	eseguir,ci
eseguirgli	eseguir,gli
eseguirgliela	eseguir,glie,la
eseguirglieli	eseguir,glie,li
eseguirglielo	eseguir,glie,lo
eseguirgliene	eseguir,glie,ne
eseguirl'	eseguir,l'
eseguirla	eseguir,la
eseguirle	eseguir,le
eseguirli	eseguir,li
eseguirlo	eseguir,lo
eseguirmene	eseguir,me,ne
eseguirmi	eseguir,mi
eseguirne	eseguir,ne
eseguirsela	eseguir,se,la
eseguirsele	eseguir,se,le
eseguirseli	eseguir,se,li
eseguirselo	eseguir,se,lo
eseguirsene	eseguir,se,ne
eseguirsi	eseguir,si
eseguirti	eseguir,ti
eseguirvi	eseguir,vi
esercitarci	esercitar,ci
esercitargli	esercitar,gli
esercitargliela	esercitar,glie,la
esercitarglieli	esercitar,glie,li
esercitarglielo	esercitar,glie,lo
esercitargliene	esercitar,glie,ne
esercitarl'	esercitar,l'
esercitarla	esercitar,la
esercitarle	esercitar,le
esercitarli	esercitar,li
esercitarlo	esercitar,lo
esercitarmene	esercitar,me,ne
esercitarmi	esercitar,mi
esercitarne	esercitar,ne
esercitarsela	esercitar,se,la
esercitarsele	esercitar,se,le
esercitarseli	esercitar,se,li
esercitarselo	esercitar,se,lo
esercitarsene	esercitar,se,ne
esercitarsi	esercitar,si
esercitarti	esercitar,ti
esercitarvi	esercitar,vi
esibirci	esibir,ci
esibirgli	esibir,gli
esibirgliela	esibir,glie,la
esibirglieli	esibir,glie,li
esibirglielo	esibir,glie,lo
esibirgliene	esibir,glie,ne
esibirl'	esibir,l'
esibirla	esibir,la
esibirle	esibir,le
esibirli	esibir,li
esibirlo	esibir,lo
esibirmene	esibir,me,ne
esibirmi	esibir,mi
esibirne	esibir,ne
esibirsela	esibir,se,la
esibirsele	esibir,se,le
esibirseli	esibir,se,li
esibirselo	esibir,se,lo
esibirsene	esibir,se,ne
esibirsi	esibir,si
esibirti	esibir,ti
esibirvi	esibir,vi
esigerci	esiger,ci
esigergli	esiger,gli
esigergliela	esiger,glie,la
esigerglieli	esiger,glie,li
esigerglielo	esiger,glie,lo
esigergliene	esiger,glie,ne
esigerl'	esiger,l'
esigerla	esiger,la
esigerle	esiger,le
esigerli	esiger,li
esigerlo	esiger,lo
esigermene	esiger,me,ne
esigermi	esiger,mi
esigerne	esiger,ne
esigersela	esiger,se,la
esigersele	esiger,se,le
esigerseli	esiger,se,li
esigerselo	esiger,se,lo
esigersene	esiger,se,ne
esigersi	esiger,si
esigerti	esiger,ti
esigervi	esiger,vi
esimerci	esimer,ci
esimergli	esimer,gli
esimergliela	esimer,glie,la
esimerglieli	esimer,glie,li
esimerglielo	esimer,glie,lo
esimergliene	esimer,glie,ne
esimerl'	esimer,l'
esimerla	esimer,la
esimerle	esimer,le
esimerli	esimer,li
esimerlo	esimer,lo
esimermene	esimer,me,ne
esimermi	esimer,mi
esimerne	esimer,ne
esimersela	esimer,se,la
esimersele	esimer,se,le
esimerseli	esimer,se,li
esimerselo	esimer,se,lo
esimersene	esimer,se,ne
esimersi	esimer,si
esimerti	esimer,ti
esimervi	esimer,vi
esporci	espor,ci
esporgli	espor,gli
esporgliela	espor,glie,la
esporglieli	espor,glie,li
esporglielo	espor,glie,lo
esporgliene	espor,glie,ne
esporl'	espor,l'
esporla	espor,la
esporle	espor,le
esporli	espor,li
esporlo	espor,lo
espormene	espor,me,ne
espormi	espor,mi
esporne	espor,ne
esporsela	espor,se,la
esporsele	espor,se,le
esporseli	espor,se,li
esporselo	espor,se,lo
esporsene	espor,se,ne
esporsi	espor,si
esporti	espor,ti
esporvi	espor,vi
esprimerci	esprimer,ci
esprimergli	esprimer,gli
esprimergliela	esprimer,glie,la
esprimerglieli	esprimer,glie,li
esprimerglielo	esprimer,glie,lo
esprimergliene	esprimer,glie,ne
esprimerl'	esprimer,l'
esprimerla	esprimer,la
esprimerle	esprimer,le
esprimerli	esprimer,li
esprimerlo	esprimer,lo
esprimermene	esprimer,me,ne
esprimermi	esprimer,mi
esprimerne	esprimer,ne
esprimersela	esprimer,se,la
esprimersele	esprimer,se,le
esprimerseli	esprimer,se,li
esprimerselo	esprimer,se,lo
esprimersene	esprimer,se,ne
esprimersi	esprimer,si
esprimerti	esprimer,ti
esprimervi	esprimer,vi
essendoci	essendo,ci
essendogli	essendo,gli
essendogliela	essendo,glie,la
essendoglieli	essendo,glie,li
essendoglielo	essendo,glie,lo
essendogliene	essendo,glie,ne
essendol'	essendo,l'
essendola	essendo,la
essendole	essendo,le
essendoli	essendo,li
essendolo	essendo,lo
essendomene	essendo,me,ne
essendomi	essendo,mi
essendone	essendo,ne
essendosela	essendo,se,la
essendosele	essendo,se,le
essendoseli	essendo,se,li
essendoselo	essendo,se,lo
essendosene	essendo,se,ne
essendosi	essendo,si
essendoti	essendo,ti
essendovi	essendo,vi
esserci	esser,ci
essergli	esser,gli
essergliela	esser,glie,la
esserglieli	esser,glie,li
esserglielo	esser,glie,lo
essergliene	esser,glie,ne
esserl'	esser,l'
esserla	esser,la
esserle	esser,le
esserli	esser,li
esserlo	esser,lo
essermene	esser,me,ne
essermi	esser,mi
esserne	esser,ne
essersela	esser,se,la
essersele	esser,se,le
esserseli	esser,se,li
esserselo	esser,se,lo
essersene	esser,se,ne
essersi	esser,si
esserti	esser,ti
esservi	esser,vi
estenderci	estender,ci
estendergli	estender,gli
estendergliela	estender,glie,la
estenderglieli	estender,glie,li
estenderglielo	estender,glie,lo
estendergliene	estender,glie,ne
estenderl'	estender,l'
estenderla	estender,la
estenderle	estender,le
estenderli	estender,li
estenderlo	estender,lo
estendermene	estender,me,ne
estendermi	estender,mi
estenderne	estender,ne
estendersela	estender,se,la
estendersele	estender,se,le
estenderseli	estender,se,li
estenderselo	estender,se,lo
estendersene	estender,se,ne
estendersi	estender,si
estenderti	estender,ti
estendervi	estender,vi
estinguerci	estinguer,ci
estinguergli	estinguer,gli
estinguergliela	estinguer,glie,la
estinguerglieli	estinguer,glie,li
estinguerglielo	estinguer,glie,lo
estinguergliene	estinguer,glie,ne
estinguerl'	estinguer,l'
estinguerla	estinguer,la
estinguerle	estinguer,le
estinguerli	estinguer,li
estinguerlo	estinguer,lo
estinguermene	estinguer,me,ne
estinguermi	estinguer,mi
estinguerne	estinguer,ne
estinguersela	estinguer,se,la
estinguersele	estinguer,se,le
estinguerseli	estinguer,se,li
estinguerselo	estinguer,se,lo
estinguersene	estinguer,se,ne
estinguersi	estinguer,si
estinguerti	estinguer,ti
estinguervi	estinguer,vi
estrarci	estrar,ci
estrargli	estrar,gli
estrargliela	estrar,glie,la
estrarglieli	estrar,glie,li
estrarglielo	estrar,glie,lo
estrargliene	estrar,glie,ne
estrarl'	estrar,l'
estrarla	estrar,la
estrarle	estrar,le
estrarli	estrar,li
estrarlo	estrar,lo
estrarmene	estrar,me,ne
estrarmi	estrar,mi
estrarne	estrar,ne
estrarsela	estrar,se,la
estrarsele	estrar,se,le
estrarseli	estrar,se,li
estrarselo	estrar,se,lo
estrarsene	estrar,se,ne
estrarsi	estrar,si
estrarti	estrar,ti
estrarvi	estrar,vi
eternarci	eternar,ci
eternargli	eternar,gli
eternargliela	eternar,glie,la
eternarglieli	eternar,glie,li
eternarglielo	eternar,glie,lo
eternargliene	eternar,glie,ne
eternarl'	eternar,l'
eternarla	eternar,la
eternarle	eternar,le
eternarli	eternar,li
eternarlo	eternar,lo
eternarmene	eternar,me,ne
eternarmi	eternar,mi
eternarne	eternar,ne
eternarsela	eternar,se,la
eternarsele	eternar,se,le
eternarseli	eternar,se,li
eternarselo	eternar,se,lo
eternarsene	eternar,se,ne
eternarsi	eternar,si
eternarti	eternar,ti
eternarvi	eternar,vi
evidenziandoci	evidenziando,ci
evidenziandogli	evidenziando,gli
evidenziandogliela	evidenziando,glie,la
evidenziandoglieli	evidenziando,glie,li
evidenziandoglielo	evidenziando,glie,lo
evidenziandogliene	evidenziando,glie,ne
evidenziandol'	evidenziando,l'
evidenziandola	evidenziando,la
evidenziandole	evidenziando,le
evidenziandoli	evidenziando,li
evidenziandolo	evidenziando,lo
evidenziandomene	evidenziando,me,ne
evidenziandomi	evidenziando,mi
evidenziandone	evidenziando,ne
evidenziandosela	evidenziando,se,la
evidenziandosele	evidenziando,se,le
evidenziandoseli	evidenziando,se,li
evidenziandoselo	evidenziando,se,lo
evidenziandosene	evidenziando,se,ne
evidenziandosi	evidenziando,si
evidenziandoti	evidenziando,ti
evidenziandovi	evidenziando,vi
evitarci	evitar,ci
evitargli	evitar,gli
evitargliela	evitar,glie,la
evitarglieli	evitar,glie,li
evitarglielo	evitar,glie,lo
evitargliene	evitar,glie,ne
evitarl'	evitar,l'
evitarla	evitar,la
evitarle	evitar,le
evitarli	evitar,li
evitarlo	evitar,lo
evitarmene	evitar,me,ne
evitarmi	evitar,mi
evitarne	evitar,ne
evitarsela	evitar,se,la
evitarsele	evitar,se,le
evitarseli	evitar,se,li
evitarselo	evitar,se,lo
evitarsene	evitar,se,ne
evitarsi	evitar,si
evitarti	evitar,ti
evitarvi	evitar,vi
evoluteci	evolute,ci
evolutegli	evolute,gli
evolutegliela	evolute,glie,la
evoluteglieli	evolute,glie,li
evoluteglielo	evolute,glie,lo
evolutegliene	evolute,glie,ne
evolutel'	evolute,l'
evolutela	evolute,la
evolutele	evolute,le
evoluteli	evolute,li
evolutelo	evolute,lo
evolutemene	evolute,me,ne
evolutemi	evolute,mi
evolutene	evolute,ne
evolutesela	evolute,se,la
evolutesele	evolute,se,le
evoluteseli	evolute,se,li
evoluteselo	evolute,se,lo
evolutesene	evolute,se,ne
evolutesi	evolute,si
evoluteti	evolute,ti
evolutevi	evolute,vi
evolverci	evolver,ci
evolvergli	evolver,gli
evolvergliela	evolver,glie,la
evolverglieli	evolver,glie,li
evolverglielo	evolver,glie,lo
evolvergliene	evolver,glie,ne
evolverl'	evolver,l'
evolverla	evolver,la
evolverle	evolver,le
evolverli	evolver,li
evolverlo	evolver,lo
evolvermene	evolver,me,ne
evolvermi	evolver,mi
evolverne	evolver,ne
evolversela	evolver,se,la
evolversele	evolver,se,le
evolverseli	evolver,se,li
evolverselo	evolver,se,lo
evolversene	evolver,se,ne
evolversi	evolver,si
evolverti	evolver,ti
evolvervi	evolver,vi
fabbricarci	fabbricar,ci
fabbricargli	fabbricar,gli
fabbricargliela	fabbricar,glie,la
fabbricarglieli	fabbricar,glie,li
fabbricarglielo	fabbricar,glie,lo
fabbricargliene	fabbricar,glie,ne
fabbricarl'	fabbricar,l'
fabbricarla	fabbricar,la
fabbricarle	fabbricar,le
fabbricarli	fabbricar,li
fabbricarlo	fabbricar,lo
fabbricarmene	fabbricar,me,ne
fabbricarmi	fabbricar,mi
fabbricarne	fabbricar,ne
fabbricarsela	fabbricar,se,la
fabbricarsele	fabbricar,se,le
fabbricarseli	fabbricar,se,li
fabbricarselo	fabbricar,se,lo
fabbricarsene	fabbricar,se,ne
fabbricarsi	fabbricar,si
fabbricarti	fabbricar,ti
fabbricarvi	fabbricar,vi
facendoci	facendo,ci
facendogli	facendo,gli
facendogliela	facendo,glie,la
facendoglieli	facendo,glie,li
facendoglielo	facendo,glie,lo
facendogliene	facendo,glie,ne
facendol'	facendo,l'
facendola	facendo,la
facendole	facendo,le
facendoli	facendo,li
facendolo	facendo,lo
facendomene	facendo,me,ne
facendomi	facendo,mi
facendone	facendo,ne
facendosela	facendo,se,la
facendosele	facendo,se,le
facendoseli	facendo,se,li
facendoselo	facendo,se,lo
facendosene	facendo,se,ne
facendosi	facendo,si
facendoti	facendo,ti
facendovi	facendo,vi
faci	fa,ci
facilitarci	facilitar,ci
facilitargli	facilitar,gli
facilitargliela	facilitar,glie,la
facilitarglieli	facilitar,glie,li
facilitarglielo	facilitar,glie,lo
facilitargliene	facilitar,glie,ne
facilitarl'	facilitar,l'
facilitarla	facilitar,la
facilitarle	facilitar,le
facilitarli	facilitar,li
facilitarlo	facilitar,lo
facilitarmene	facilitar,me,ne
facilitarmi	facilitar,mi
facilitarne	facilitar,ne
facilitarsela	facilitar,se,la
facilitarsele	facilitar,se,le
facilitarseli	facilitar,se,li
facilitarselo	facilitar,se,lo
facilitarsene	facilitar,se,ne
facilitarsi	facilitar,si
facilitarti	facilitar,ti
facilitarvi	facilitar,vi
fagli	fa,gli
fagliela	fa,glie,la
faglieli	fa,glie,li
faglielo	fa,glie,lo
fagliene	fa,glie,ne
fal'	fa,l'
fala	fa,la
falci	fal,ci
fale	fa,le
falgli	fal,gli
falgliela	fal,glie,la
falglieli	fal,glie,li
falglielo	fal,glie,lo
falgliene	fal,glie,ne
fali	fa,li
fall'	fal,l'
falla	fal,la
falle	fal,le
falli	fal,li
fallo	fal,lo
falmene	fal,me,ne
falmi	fal,mi
falne	fal,ne
falo	fa,lo
falsela	fal,se,la
falsele	fal,se,le
falseli	fal,se,li
falselo	fal,se,lo
falsene	fal,se,ne
falsi	fal,si
falti	fal,ti
falvi	fal,vi
famci	fam,ci
famene	fa,me,ne
famgli	fam,gli
famgliela	fam,glie,la
famglieli	fam,glie,li
famglielo	fam,glie,lo
famgliene	fam,glie,ne
fami	fa,mi
faml'	fam,l'
famla	fam,la
famle	fam,le
famli	fam,li
famlo	fam,lo
fammene	fam,me,ne
fammi	fam,mi
famne	fam,ne
famsela	fam,se,la
famsele	fam,se,le
famseli	fam,se,li
famselo	fam,se,lo
famsene	fam,se,ne
famsi	fam,si
famti	fam,ti
famvi	fam,vi
fane	fa,ne
farci	far,ci
fargli	far,gli
fargliela	far,glie,la
farglieli	far,glie,li
farglielo	far,glie,lo
fargliene	far,glie,ne
farl'	far,l'
farla	far,la
farle	far,le
farli	far,li
farlo	far,lo
farmene	far,me,ne
farmi	far,mi
farne	far,ne
farsela	far,se,la
farsele	far,se,le
farseli	far,se,li
farselo	far,se,lo
farsene	far,se,ne
farsi	far,si
farti	far,ti
farvi	far,vi
fasela	fa,se,la
fasele	fa,se,le
faseli	fa,se,li
faselo	fa,se,lo
fasene	fa,se,ne
fasi	fa,si
fatci	fat,ci
fateci	fate,ci
fategli	fate,gli
fategliela	fate,glie,la
fateglieli	fate,glie,li
fateglielo	fate,glie,lo
fategliene	fate,glie,ne
fatel'	fate,l'
fatela	fate,la
fatele	fate,le
fateli	fate,li
fatelo	fate,lo
fatemene	fate,me,ne
fatemi	fate,mi
fatene	fate,ne
fatesela	fate,se,la
fatesele	fate,se,le
fateseli	fate,se,li
fateselo	fate,se,lo
fatesene	fate,se,ne
fatesi	fate,si
fateti	fate,ti
fatevi	fate,vi
fatgli	fat,gli
fatgliela	fat,glie,la
fatglieli	fat,glie,li
fatglielo	fat,glie,lo
fatgliene	fat,glie,ne
fati	fa,ti
fatl'	fat,l'
fatla	fat,la
fatle	fat,le
fatli	fat,li
fatlo	fat,lo
fatmene	fat,me,ne
fatmi	fat,mi
fatne	fat,ne
fatsela	fat,se,la
fatsele	fat,se,le
fatseli	fat,se,li
fatselo	fat,se,lo
fatsene	fat,se,ne
fatsi	fat,si
fatti	fat,ti
fatvi	fat,vi
favi	fa,vi
favorendoci	favorendo,ci
favorendogli	favorendo,gli
favorendogliela	favorendo,glie,la
favorendoglieli	favorendo,glie,li
favorendoglielo	favorendo,glie,lo
favorendogliene	favorendo,glie,ne
favorendol'	favorendo,l'
favorendola	favorendo,la
favorendole	favorendo,le
favorendoli	favorendo,li
favorendolo	favorendo,lo
favorendomene	favorendo,me,ne
favorendomi	favorendo,mi
favorendone	favorendo,ne
favorendosela	favorendo,se,la
favorendosele	favorendo,se,le
favorendoseli	favorendo,se,li
favorendoselo	favorendo,se,lo
favorendosene	favorendo,se,ne
favorendosi	favorendo,si
favorendoti	favorendo,ti
favorendovi	favorendo,vi
ferendoci	ferendo,ci
ferendogli	ferendo,gli
ferendogliela	ferendo,glie,la
ferendoglieli	ferendo,glie,li
ferendoglielo	ferendo,glie,lo
ferendogliene	ferendo,glie,ne
ferendol'	ferendo,l'
ferendola	ferendo,la
ferendole	ferendo,le
ferendoli	ferendo,li
ferendolo	ferendo,lo
ferendomene	ferendo,me,ne
ferendomi	ferendo,mi
ferendone	ferendo,ne
ferendosela	ferendo,se,la
ferendosele	ferendo,se,le
ferendoseli	ferendo,se,li
ferendoselo	ferendo,se,lo
ferendosene	ferendo,se,ne
ferendosi	ferendo,si
ferendoti	ferendo,ti
ferendovi	ferendo,vi
fermarci	fermar,ci
fermargli	fermar,gli
fermargliela	fermar,glie,la
fermarglieli	fermar,glie,li
fermarglielo	fermar,glie,lo
fermargliene	fermar,glie,ne
fermarl'	fermar,l'
fermarla	fermar,la
fermarle	fermar,le
fermarli	fermar,li
fermarlo	fermar,lo
fermarmene	fermar,me,ne
fermarmi	fermar,mi
fermarne	fermar,ne
fermarsela	fermar,se,la
fermarsele	fermar,se,le
fermarseli	fermar,se,li
fermarselo	fermar,se,lo
fermarsene	fermar,se,ne
fermarsi	fermar,si
fermarti	fermar,ti
fermarvi	fermar,vi
fermiamoci	fermiamo,ci
fermiamogli	fermiamo,gli
fermiamogliela	fermiamo,glie,la
fermiamoglieli	fermiamo,glie,li
fermiamoglielo	fermiamo,glie,lo
fermiamogliene	fermiamo,glie,ne
fermiamol'	fermiamo,l'
fermiamola	fermiamo,la
fermiamole	fermiamo,le
fermiamoli	fermiamo,li
fermiamolo	fermiamo,lo
fermiamomene	fermiamo,me,ne
fermiamomi	fermiamo,mi
fermiamone	fermiamo,ne
fermiamosela	fermiamo,se,la
fermiamosele	fermiamo,se,le
fermiamoseli	fermiamo,se,li
fermiamoselo	fermiamo,se,lo
fermiamosene	fermiamo,se,ne
fermiamosi	fermiamo,si
fermiamoti	fermiamo,ti
fermiamovi	fermiamo,vi
ficcateci	ficcate,ci
ficcategli	ficcate,gli
ficcategliela	ficcate,glie,la
ficcateglieli	ficcate,glie,li
ficcateglielo	ficcate,glie,lo
ficcategliene	ficcate,glie,ne
ficcatel'	ficcate,l'
ficcatela	ficcate,la
ficcatele	ficcate,le
ficcateli	ficcate,li
ficcatelo	ficcate,lo
ficcatemene	ficcate,me,ne
ficcatemi	ficcate,mi
ficcatene	ficcate,ne
ficcatesela	ficcate,se,la
ficcatesele	ficcate,se,le
ficcateseli	ficcate,se,li
ficcateselo	ficcate,se,lo
ficcatesene	ficcate,se,ne
ficcatesi	ficcate,si
ficcateti	ficcate,ti
ficcatevi	ficcate,vi
fidarci	fidar,ci
fidargli	fidar,gli
fidargliela	fidar,glie,la
fidarglieli	fidar,glie,li
fidarglielo	fidar,glie,lo
fidargliene	fidar,glie,ne
fidarl'	fidar,l'
fidarla	fidar,la
fidarle	fidar,le
fidarli	fidar,li
fidarlo	fidar,lo
fidarmene	fidar,me,ne
fidarmi	fidar,mi
fidarne	fidar,ne
fidarsela	fidar,se,la
fidarsele	fidar,se,le
fidarseli	fidar,se,li
fidarselo	fidar,se,lo
fidarsene	fidar,se,ne
fidarsi	fidar,si
fidarti	fidar,ti
fidarvi	fidar,vi
figuraci	figura,ci
figuragli	figura,gli
figuragliela	figura,glie,la
figuraglieli	figura,glie,li
figuraglielo	figura,glie,lo
figuragliene	figura,glie,ne
figural'	figura,l'
figurala	figura,la
figurale	figura,le
figurali	figura,li
figuralo	figura,lo
figuramene	figura,me,ne
figurami	figura,mi
figurane	figura,ne
figurasela	figura,se,la
figurasele	figura,se,le
figuraseli	figura,se,li
figuraselo	figura,se,lo
figurasene	figura,se,ne
figurasi	figura,si
figurati	figura,ti
figuravi	figura,vi
figuriamoci	figuriamo,ci
figuriamogli	figuriamo,gli
figuriamogliela	figuriamo,glie,la
figuriamoglieli	figuriamo,glie,li
figuriamoglielo	figuriamo,glie,lo
figuriamogliene	figuriamo,glie,ne
figuriamol'	figuriamo,l'
figuriamola	figuriamo,la
